coffee_type,size,variety,sugar,sugar_type,milk,extra,cost
freddo cappuccino,regular,Decaffeine,little,saccharin,,cinnamon powder,2.4
freddo cappuccino,regular,Decaffeine,little,saccharin,,chocolate powder,2.4
freddo cappuccino,regular,Decaffeine,little,saccharin,fresh,,2.4
freddo cappuccino,regular,Decaffeine,little,saccharin,fresh,chocolate syrup,2.6999999999999997
freddo cappuccino,regular,Decaffeine,little,saccharin,fresh,strawberry syrup,2.6999999999999997
freddo cappuccino,regular,Decaffeine,little,saccharin,fresh,caramel syrup,2.6999999999999997
freddo cappuccino,regular,Decaffeine,little,saccharin,fresh,hazelnut syrup,2.6999999999999997
freddo cappuccino,regular,Decaffeine,little,saccharin,fresh,vanilla syrup,2.6999999999999997
freddo cappuccino,regular,Decaffeine,little,saccharin,fresh,cinnamon powder,2.4
freddo cappuccino,regular,Decaffeine,little,saccharin,fresh,chocolate powder,2.4
freddo cappuccino,regular,Decaffeine,little,saccharin,evapore,,2.4
freddo cappuccino,regular,Decaffeine,little,saccharin,evapore,chocolate syrup,2.6999999999999997
freddo cappuccino,regular,Decaffeine,little,saccharin,evapore,strawberry syrup,2.6999999999999997
freddo cappuccino,regular,Decaffeine,little,saccharin,evapore,caramel syrup,2.6999999999999997
freddo cappuccino,regular,Decaffeine,little,saccharin,evapore,hazelnut syrup,2.6999999999999997
freddo cappuccino,regular,Decaffeine,little,saccharin,evapore,vanilla syrup,2.6999999999999997
freddo cappuccino,regular,Decaffeine,little,saccharin,evapore,cinnamon powder,2.4
freddo cappuccino,regular,Decaffeine,little,saccharin,evapore,chocolate powder,2.4
freddo cappuccino,regular,Decaffeine,little,saccharin,almond,,2.8
freddo cappuccino,regular,Decaffeine,little,saccharin,almond,chocolate syrup,3.1
freddo cappuccino,regular,Decaffeine,little,saccharin,almond,strawberry syrup,3.1
freddo cappuccino,regular,Decaffeine,little,saccharin,almond,caramel syrup,3.1
freddo cappuccino,regular,Decaffeine,little,saccharin,almond,hazelnut syrup,3.1
freddo cappuccino,regular,Decaffeine,little,saccharin,almond,vanilla syrup,3.1
freddo cappuccino,regular,Decaffeine,little,saccharin,almond,cinnamon powder,2.8
freddo cappuccino,regular,Decaffeine,little,saccharin,almond,chocolate powder,2.8
freddo cappuccino,regular,Decaffeine,little,saccharin,coconut,,2.8
freddo cappuccino,regular,Decaffeine,little,saccharin,coconut,chocolate syrup,3.1
freddo cappuccino,regular,Decaffeine,little,saccharin,coconut,strawberry syrup,3.1
freddo cappuccino,regular,Decaffeine,little,saccharin,coconut,caramel syrup,3.1
freddo cappuccino,regular,Decaffeine,little,saccharin,coconut,hazelnut syrup,3.1
freddo cappuccino,regular,Decaffeine,little,saccharin,coconut,vanilla syrup,3.1
freddo cappuccino,regular,Decaffeine,little,saccharin,coconut,cinnamon powder,2.8
freddo cappuccino,regular,Decaffeine,little,saccharin,coconut,chocolate powder,2.8
freddo cappuccino,regular,Decaffeine,little,saccharin,oat,,2.8
freddo cappuccino,regular,Decaffeine,little,saccharin,oat,chocolate syrup,3.1
freddo cappuccino,regular,Decaffeine,little,saccharin,oat,strawberry syrup,3.1
freddo cappuccino,regular,Decaffeine,little,saccharin,oat,caramel syrup,3.1
freddo cappuccino,regular,Decaffeine,little,saccharin,oat,hazelnut syrup,3.1
freddo cappuccino,regular,Decaffeine,little,saccharin,oat,vanilla syrup,3.1
freddo cappuccino,regular,Decaffeine,little,saccharin,oat,cinnamon powder,2.8
freddo cappuccino,regular,Decaffeine,little,saccharin,oat,chocolate powder,2.8
freddo cappuccino,regular,Decaffeine,little,stevia,,,2.4
freddo cappuccino,regular,Decaffeine,little,stevia,,chocolate syrup,2.6999999999999997
freddo cappuccino,regular,Decaffeine,little,stevia,,strawberry syrup,2.6999999999999997
freddo cappuccino,regular,Decaffeine,little,stevia,,caramel syrup,2.6999999999999997
freddo cappuccino,regular,Decaffeine,little,stevia,,hazelnut syrup,2.6999999999999997
freddo cappuccino,regular,Decaffeine,little,stevia,,vanilla syrup,2.6999999999999997
freddo cappuccino,regular,Decaffeine,little,stevia,,cinnamon powder,2.4
freddo cappuccino,regular,Decaffeine,little,stevia,,chocolate powder,2.4
freddo cappuccino,regular,Decaffeine,little,stevia,fresh,,2.4
freddo cappuccino,regular,Decaffeine,little,stevia,fresh,chocolate syrup,2.6999999999999997
freddo cappuccino,regular,Decaffeine,little,stevia,fresh,strawberry syrup,2.6999999999999997
freddo cappuccino,regular,Decaffeine,little,stevia,fresh,caramel syrup,2.6999999999999997
freddo cappuccino,regular,Decaffeine,little,stevia,fresh,hazelnut syrup,2.6999999999999997
freddo cappuccino,regular,Decaffeine,little,stevia,fresh,vanilla syrup,2.6999999999999997
freddo cappuccino,regular,Decaffeine,little,stevia,fresh,cinnamon powder,2.4
freddo cappuccino,regular,Decaffeine,little,stevia,fresh,chocolate powder,2.4
freddo cappuccino,regular,Decaffeine,little,stevia,evapore,,2.4
freddo cappuccino,regular,Decaffeine,little,stevia,evapore,chocolate syrup,2.6999999999999997
freddo cappuccino,regular,Decaffeine,little,stevia,evapore,strawberry syrup,2.6999999999999997
freddo cappuccino,regular,Decaffeine,little,stevia,evapore,caramel syrup,2.6999999999999997
freddo cappuccino,regular,Decaffeine,little,stevia,evapore,hazelnut syrup,2.6999999999999997
freddo cappuccino,regular,Decaffeine,little,stevia,evapore,vanilla syrup,2.6999999999999997
freddo cappuccino,regular,Decaffeine,little,stevia,evapore,cinnamon powder,2.4
freddo cappuccino,regular,Decaffeine,little,stevia,evapore,chocolate powder,2.4
freddo cappuccino,regular,Decaffeine,little,stevia,almond,,2.8
freddo cappuccino,regular,Decaffeine,little,stevia,almond,chocolate syrup,3.1
freddo cappuccino,regular,Decaffeine,little,stevia,almond,strawberry syrup,3.1
freddo cappuccino,regular,Decaffeine,little,stevia,almond,caramel syrup,3.1
freddo cappuccino,regular,Decaffeine,little,stevia,almond,hazelnut syrup,3.1
freddo cappuccino,regular,Decaffeine,little,stevia,almond,vanilla syrup,3.1
freddo cappuccino,regular,Decaffeine,little,stevia,almond,cinnamon powder,2.8
freddo cappuccino,regular,Decaffeine,little,stevia,almond,chocolate powder,2.8
freddo cappuccino,regular,Decaffeine,little,stevia,coconut,,2.8
freddo cappuccino,regular,Decaffeine,little,stevia,coconut,chocolate syrup,3.1
freddo cappuccino,regular,Decaffeine,little,stevia,coconut,strawberry syrup,3.1
freddo cappuccino,regular,Decaffeine,little,stevia,coconut,caramel syrup,3.1
freddo cappuccino,regular,Decaffeine,little,stevia,coconut,hazelnut syrup,3.1
freddo cappuccino,regular,Decaffeine,little,stevia,coconut,vanilla syrup,3.1
freddo cappuccino,regular,Decaffeine,little,stevia,coconut,cinnamon powder,2.8
freddo cappuccino,regular,Decaffeine,little,stevia,coconut,chocolate powder,2.8
freddo cappuccino,regular,Decaffeine,little,stevia,oat,,2.8
freddo cappuccino,regular,Decaffeine,little,stevia,oat,chocolate syrup,3.1
freddo cappuccino,regular,Decaffeine,little,stevia,oat,strawberry syrup,3.1
freddo cappuccino,regular,Decaffeine,little,stevia,oat,caramel syrup,3.1
freddo cappuccino,regular,Decaffeine,little,stevia,oat,hazelnut syrup,3.1
freddo cappuccino,regular,Decaffeine,little,stevia,oat,vanilla syrup,3.1
freddo cappuccino,regular,Decaffeine,little,stevia,oat,cinnamon powder,2.8
freddo cappuccino,regular,Decaffeine,little,stevia,oat,chocolate powder,2.8
freddo cappuccino,regular,Decaffeine,little,honey,,,2.6999999999999997
freddo cappuccino,regular,Decaffeine,little,honey,,chocolate syrup,3.0
freddo cappuccino,regular,Decaffeine,little,honey,,strawberry syrup,3.0
freddo cappuccino,regular,Decaffeine,little,honey,,caramel syrup,3.0
freddo cappuccino,regular,Decaffeine,little,honey,,hazelnut syrup,3.0
freddo cappuccino,regular,Decaffeine,little,honey,,vanilla syrup,3.0
freddo cappuccino,regular,Decaffeine,little,honey,,cinnamon powder,2.6999999999999997
freddo cappuccino,regular,Decaffeine,little,honey,,chocolate powder,2.6999999999999997
freddo cappuccino,regular,Decaffeine,little,honey,fresh,,2.6999999999999997
freddo cappuccino,regular,Decaffeine,little,honey,fresh,chocolate syrup,3.0
freddo cappuccino,regular,Decaffeine,little,honey,fresh,strawberry syrup,3.0
freddo cappuccino,regular,Decaffeine,little,honey,fresh,caramel syrup,3.0
freddo cappuccino,regular,Decaffeine,little,honey,fresh,hazelnut syrup,3.0
freddo cappuccino,regular,Decaffeine,little,honey,fresh,vanilla syrup,3.0
freddo cappuccino,regular,Decaffeine,little,honey,fresh,cinnamon powder,2.6999999999999997
freddo cappuccino,regular,Decaffeine,little,honey,fresh,chocolate powder,2.6999999999999997
freddo cappuccino,regular,Decaffeine,little,honey,evapore,,2.6999999999999997
freddo cappuccino,regular,Decaffeine,little,honey,evapore,chocolate syrup,3.0
freddo cappuccino,regular,Decaffeine,little,honey,evapore,strawberry syrup,3.0
freddo cappuccino,regular,Decaffeine,little,honey,evapore,caramel syrup,3.0
freddo cappuccino,regular,Decaffeine,little,honey,evapore,hazelnut syrup,3.0
freddo cappuccino,regular,Decaffeine,little,honey,evapore,vanilla syrup,3.0
freddo cappuccino,regular,Decaffeine,little,honey,evapore,cinnamon powder,2.6999999999999997
freddo cappuccino,regular,Decaffeine,little,honey,evapore,chocolate powder,2.6999999999999997
freddo cappuccino,regular,Decaffeine,little,honey,almond,,3.1
freddo cappuccino,regular,Decaffeine,little,honey,almond,chocolate syrup,3.4
freddo cappuccino,regular,Decaffeine,little,honey,almond,strawberry syrup,3.4
freddo cappuccino,regular,Decaffeine,little,honey,almond,caramel syrup,3.4
freddo cappuccino,regular,Decaffeine,little,honey,almond,hazelnut syrup,3.4
freddo cappuccino,regular,Decaffeine,little,honey,almond,vanilla syrup,3.4
freddo cappuccino,regular,Decaffeine,little,honey,almond,cinnamon powder,3.1
freddo cappuccino,regular,Decaffeine,little,honey,almond,chocolate powder,3.1
freddo cappuccino,regular,Decaffeine,little,honey,coconut,,3.1
freddo cappuccino,regular,Decaffeine,little,honey,coconut,chocolate syrup,3.4
freddo cappuccino,regular,Decaffeine,little,honey,coconut,strawberry syrup,3.4
freddo cappuccino,regular,Decaffeine,little,honey,coconut,caramel syrup,3.4
freddo cappuccino,regular,Decaffeine,little,honey,coconut,hazelnut syrup,3.4
freddo cappuccino,regular,Decaffeine,little,honey,coconut,vanilla syrup,3.4
freddo cappuccino,regular,Decaffeine,little,honey,coconut,cinnamon powder,3.1
freddo cappuccino,regular,Decaffeine,little,honey,coconut,chocolate powder,3.1
freddo cappuccino,regular,Decaffeine,little,honey,oat,,3.1
freddo cappuccino,regular,Decaffeine,little,honey,oat,chocolate syrup,3.4
freddo cappuccino,regular,Decaffeine,little,honey,oat,strawberry syrup,3.4
freddo cappuccino,regular,Decaffeine,little,honey,oat,caramel syrup,3.4
freddo cappuccino,regular,Decaffeine,little,honey,oat,hazelnut syrup,3.4
freddo cappuccino,regular,Decaffeine,little,honey,oat,vanilla syrup,3.4
freddo cappuccino,regular,Decaffeine,little,honey,oat,cinnamon powder,3.1
freddo cappuccino,regular,Decaffeine,little,honey,oat,chocolate powder,3.1
freddo cappuccino,regular,Decaffeine,medium,white,,,2.4
freddo cappuccino,regular,Decaffeine,medium,white,,chocolate syrup,2.6999999999999997
freddo cappuccino,regular,Decaffeine,medium,white,,strawberry syrup,2.6999999999999997
freddo cappuccino,regular,Decaffeine,medium,white,,caramel syrup,2.6999999999999997
freddo cappuccino,regular,Decaffeine,medium,white,,hazelnut syrup,2.6999999999999997
freddo cappuccino,regular,Decaffeine,medium,white,,vanilla syrup,2.6999999999999997
freddo cappuccino,regular,Decaffeine,medium,white,,cinnamon powder,2.4
freddo cappuccino,regular,Decaffeine,medium,white,,chocolate powder,2.4
freddo cappuccino,regular,Decaffeine,medium,white,fresh,,2.4
freddo cappuccino,regular,Decaffeine,medium,white,fresh,chocolate syrup,2.6999999999999997
freddo cappuccino,regular,Decaffeine,medium,white,fresh,strawberry syrup,2.6999999999999997
freddo cappuccino,regular,Decaffeine,medium,white,fresh,caramel syrup,2.6999999999999997
freddo cappuccino,regular,Decaffeine,medium,white,fresh,hazelnut syrup,2.6999999999999997
freddo cappuccino,regular,Decaffeine,medium,white,fresh,vanilla syrup,2.6999999999999997
freddo cappuccino,regular,Decaffeine,medium,white,fresh,cinnamon powder,2.4
freddo cappuccino,regular,Decaffeine,medium,white,fresh,chocolate powder,2.4
freddo cappuccino,regular,Decaffeine,medium,white,evapore,,2.4
freddo cappuccino,regular,Decaffeine,medium,white,evapore,chocolate syrup,2.6999999999999997
freddo cappuccino,regular,Decaffeine,medium,white,evapore,strawberry syrup,2.6999999999999997
freddo cappuccino,regular,Decaffeine,medium,white,evapore,caramel syrup,2.6999999999999997
freddo cappuccino,regular,Decaffeine,medium,white,evapore,hazelnut syrup,2.6999999999999997
freddo cappuccino,regular,Decaffeine,medium,white,evapore,vanilla syrup,2.6999999999999997
freddo cappuccino,regular,Decaffeine,medium,white,evapore,cinnamon powder,2.4
freddo cappuccino,regular,Decaffeine,medium,white,evapore,chocolate powder,2.4
freddo cappuccino,regular,Decaffeine,medium,white,almond,,2.8
freddo cappuccino,regular,Decaffeine,medium,white,almond,chocolate syrup,3.1
freddo cappuccino,regular,Decaffeine,medium,white,almond,strawberry syrup,3.1
freddo cappuccino,regular,Decaffeine,medium,white,almond,caramel syrup,3.1
freddo cappuccino,regular,Decaffeine,medium,white,almond,hazelnut syrup,3.1
freddo cappuccino,regular,Decaffeine,medium,white,almond,vanilla syrup,3.1
freddo cappuccino,regular,Decaffeine,medium,white,almond,cinnamon powder,2.8
freddo cappuccino,regular,Decaffeine,medium,white,almond,chocolate powder,2.8
freddo cappuccino,regular,Decaffeine,medium,white,coconut,,2.8
freddo cappuccino,regular,Decaffeine,medium,white,coconut,chocolate syrup,3.1
freddo cappuccino,regular,Decaffeine,medium,white,coconut,strawberry syrup,3.1
freddo cappuccino,regular,Decaffeine,medium,white,coconut,caramel syrup,3.1
freddo cappuccino,regular,Decaffeine,medium,white,coconut,hazelnut syrup,3.1
freddo cappuccino,regular,Decaffeine,medium,white,coconut,vanilla syrup,3.1
freddo cappuccino,regular,Decaffeine,medium,white,coconut,cinnamon powder,2.8
freddo cappuccino,regular,Decaffeine,medium,white,coconut,chocolate powder,2.8
freddo cappuccino,regular,Decaffeine,medium,white,oat,,2.8
freddo cappuccino,regular,Decaffeine,medium,white,oat,chocolate syrup,3.1
freddo cappuccino,regular,Decaffeine,medium,white,oat,strawberry syrup,3.1
freddo cappuccino,regular,Decaffeine,medium,white,oat,caramel syrup,3.1
freddo cappuccino,regular,Decaffeine,medium,white,oat,hazelnut syrup,3.1
freddo cappuccino,regular,Decaffeine,medium,white,oat,vanilla syrup,3.1
freddo cappuccino,regular,Decaffeine,medium,white,oat,cinnamon powder,2.8
freddo cappuccino,regular,Decaffeine,medium,white,oat,chocolate powder,2.8
freddo cappuccino,regular,Decaffeine,medium,brown,,,2.4
freddo cappuccino,regular,Decaffeine,medium,brown,,chocolate syrup,2.6999999999999997
freddo cappuccino,regular,Decaffeine,medium,brown,,strawberry syrup,2.6999999999999997
freddo cappuccino,regular,Decaffeine,medium,brown,,caramel syrup,2.6999999999999997
freddo cappuccino,regular,Decaffeine,medium,brown,,hazelnut syrup,2.6999999999999997
freddo cappuccino,regular,Decaffeine,medium,brown,,vanilla syrup,2.6999999999999997
freddo cappuccino,regular,Decaffeine,medium,brown,,cinnamon powder,2.4
freddo cappuccino,regular,Decaffeine,medium,brown,,chocolate powder,2.4
freddo cappuccino,regular,Decaffeine,medium,brown,fresh,,2.4
freddo cappuccino,regular,Decaffeine,medium,brown,fresh,chocolate syrup,2.6999999999999997
freddo cappuccino,regular,Decaffeine,medium,brown,fresh,strawberry syrup,2.6999999999999997
freddo cappuccino,regular,Decaffeine,medium,brown,fresh,caramel syrup,2.6999999999999997
freddo cappuccino,regular,Decaffeine,medium,brown,fresh,hazelnut syrup,2.6999999999999997
freddo cappuccino,regular,Decaffeine,medium,brown,fresh,vanilla syrup,2.6999999999999997
freddo cappuccino,regular,Decaffeine,medium,brown,fresh,cinnamon powder,2.4
freddo cappuccino,regular,Decaffeine,medium,brown,fresh,chocolate powder,2.4
freddo cappuccino,regular,Decaffeine,medium,brown,evapore,,2.4
freddo cappuccino,regular,Decaffeine,medium,brown,evapore,chocolate syrup,2.6999999999999997
freddo cappuccino,regular,Decaffeine,medium,brown,evapore,strawberry syrup,2.6999999999999997
freddo cappuccino,regular,Decaffeine,medium,brown,evapore,caramel syrup,2.6999999999999997
freddo cappuccino,regular,Decaffeine,medium,brown,evapore,hazelnut syrup,2.6999999999999997
freddo cappuccino,regular,Decaffeine,medium,brown,evapore,vanilla syrup,2.6999999999999997
freddo cappuccino,regular,Decaffeine,medium,brown,evapore,cinnamon powder,2.4
freddo cappuccino,regular,Decaffeine,medium,brown,evapore,chocolate powder,2.4
freddo cappuccino,regular,Decaffeine,medium,brown,almond,,2.8
freddo cappuccino,regular,Decaffeine,medium,brown,almond,chocolate syrup,3.1
freddo cappuccino,regular,Decaffeine,medium,brown,almond,strawberry syrup,3.1
freddo cappuccino,regular,Decaffeine,medium,brown,almond,caramel syrup,3.1
freddo cappuccino,regular,Decaffeine,medium,brown,almond,hazelnut syrup,3.1
freddo cappuccino,regular,Decaffeine,medium,brown,almond,vanilla syrup,3.1
freddo cappuccino,regular,Decaffeine,medium,brown,almond,cinnamon powder,2.8
freddo cappuccino,regular,Decaffeine,medium,brown,almond,chocolate powder,2.8
freddo cappuccino,regular,Decaffeine,medium,brown,coconut,,2.8
freddo cappuccino,regular,Decaffeine,medium,brown,coconut,chocolate syrup,3.1
freddo cappuccino,regular,Decaffeine,medium,brown,coconut,strawberry syrup,3.1
freddo cappuccino,regular,Decaffeine,medium,brown,coconut,caramel syrup,3.1
freddo cappuccino,regular,Decaffeine,medium,brown,coconut,hazelnut syrup,3.1
freddo cappuccino,regular,Decaffeine,medium,brown,coconut,vanilla syrup,3.1
freddo cappuccino,regular,Decaffeine,medium,brown,coconut,cinnamon powder,2.8
freddo cappuccino,regular,Decaffeine,medium,brown,coconut,chocolate powder,2.8
freddo cappuccino,regular,Decaffeine,medium,brown,oat,,2.8
freddo cappuccino,regular,Decaffeine,medium,brown,oat,chocolate syrup,3.1
freddo cappuccino,regular,Decaffeine,medium,brown,oat,strawberry syrup,3.1
freddo cappuccino,regular,Decaffeine,medium,brown,oat,caramel syrup,3.1
freddo cappuccino,regular,Decaffeine,medium,brown,oat,hazelnut syrup,3.1
freddo cappuccino,regular,Decaffeine,medium,brown,oat,vanilla syrup,3.1
freddo cappuccino,regular,Decaffeine,medium,brown,oat,cinnamon powder,2.8
freddo cappuccino,regular,Decaffeine,medium,brown,oat,chocolate powder,2.8
freddo cappuccino,regular,Decaffeine,medium,saccharin,,,2.4
freddo cappuccino,regular,Decaffeine,medium,saccharin,,chocolate syrup,2.6999999999999997
freddo cappuccino,regular,Decaffeine,medium,saccharin,,strawberry syrup,2.6999999999999997
freddo cappuccino,regular,Decaffeine,medium,saccharin,,caramel syrup,2.6999999999999997
freddo cappuccino,regular,Decaffeine,medium,saccharin,,hazelnut syrup,2.6999999999999997
freddo cappuccino,regular,Decaffeine,medium,saccharin,,vanilla syrup,2.6999999999999997
freddo cappuccino,regular,Decaffeine,medium,saccharin,,cinnamon powder,2.4
freddo cappuccino,regular,Decaffeine,medium,saccharin,,chocolate powder,2.4
freddo cappuccino,regular,Decaffeine,medium,saccharin,fresh,,2.4
freddo cappuccino,regular,Decaffeine,medium,saccharin,fresh,chocolate syrup,2.6999999999999997
freddo cappuccino,regular,Decaffeine,medium,saccharin,fresh,strawberry syrup,2.6999999999999997
freddo cappuccino,regular,Decaffeine,medium,saccharin,fresh,caramel syrup,2.6999999999999997
freddo cappuccino,regular,Decaffeine,medium,saccharin,fresh,hazelnut syrup,2.6999999999999997
freddo cappuccino,regular,Decaffeine,medium,saccharin,fresh,vanilla syrup,2.6999999999999997
freddo cappuccino,regular,Decaffeine,medium,saccharin,fresh,cinnamon powder,2.4
freddo cappuccino,regular,Decaffeine,medium,saccharin,fresh,chocolate powder,2.4
freddo cappuccino,regular,Decaffeine,medium,saccharin,evapore,,2.4
freddo cappuccino,regular,Decaffeine,medium,saccharin,evapore,chocolate syrup,2.6999999999999997
freddo cappuccino,regular,Decaffeine,medium,saccharin,evapore,strawberry syrup,2.6999999999999997
freddo cappuccino,regular,Decaffeine,medium,saccharin,evapore,caramel syrup,2.6999999999999997
freddo cappuccino,regular,Decaffeine,medium,saccharin,evapore,hazelnut syrup,2.6999999999999997
freddo cappuccino,regular,Decaffeine,medium,saccharin,evapore,vanilla syrup,2.6999999999999997
freddo cappuccino,regular,Decaffeine,medium,saccharin,evapore,cinnamon powder,2.4
freddo cappuccino,regular,Decaffeine,medium,saccharin,evapore,chocolate powder,2.4
freddo cappuccino,regular,Decaffeine,medium,saccharin,almond,,2.8
freddo cappuccino,regular,Decaffeine,medium,saccharin,almond,chocolate syrup,3.1
freddo cappuccino,regular,Decaffeine,medium,saccharin,almond,strawberry syrup,3.1
freddo cappuccino,regular,Decaffeine,medium,saccharin,almond,caramel syrup,3.1
freddo cappuccino,regular,Decaffeine,medium,saccharin,almond,hazelnut syrup,3.1
freddo cappuccino,regular,Decaffeine,medium,saccharin,almond,vanilla syrup,3.1
freddo cappuccino,regular,Decaffeine,medium,saccharin,almond,cinnamon powder,2.8
freddo cappuccino,regular,Decaffeine,medium,saccharin,almond,chocolate powder,2.8
freddo cappuccino,regular,Decaffeine,medium,saccharin,coconut,,2.8
freddo cappuccino,regular,Decaffeine,medium,saccharin,coconut,chocolate syrup,3.1
freddo cappuccino,regular,Decaffeine,medium,saccharin,coconut,strawberry syrup,3.1
freddo cappuccino,regular,Decaffeine,medium,saccharin,coconut,caramel syrup,3.1
freddo cappuccino,regular,Decaffeine,medium,saccharin,coconut,hazelnut syrup,3.1
freddo cappuccino,regular,Decaffeine,medium,saccharin,coconut,vanilla syrup,3.1
freddo cappuccino,regular,Decaffeine,medium,saccharin,coconut,cinnamon powder,2.8
freddo cappuccino,regular,Decaffeine,medium,saccharin,coconut,chocolate powder,2.8
freddo cappuccino,regular,Decaffeine,medium,saccharin,oat,,2.8
freddo cappuccino,regular,Decaffeine,medium,saccharin,oat,chocolate syrup,3.1
freddo cappuccino,regular,Decaffeine,medium,saccharin,oat,strawberry syrup,3.1
freddo cappuccino,regular,Decaffeine,medium,saccharin,oat,caramel syrup,3.1
freddo cappuccino,regular,Decaffeine,medium,saccharin,oat,hazelnut syrup,3.1
freddo cappuccino,regular,Decaffeine,medium,saccharin,oat,vanilla syrup,3.1
freddo cappuccino,regular,Decaffeine,medium,saccharin,oat,cinnamon powder,2.8
freddo cappuccino,regular,Decaffeine,medium,saccharin,oat,chocolate powder,2.8
freddo cappuccino,regular,Decaffeine,medium,stevia,,,2.4
freddo cappuccino,regular,Decaffeine,medium,stevia,,chocolate syrup,2.6999999999999997
freddo cappuccino,regular,Decaffeine,medium,stevia,,strawberry syrup,2.6999999999999997
freddo cappuccino,regular,Decaffeine,medium,stevia,,caramel syrup,2.6999999999999997
freddo cappuccino,regular,Decaffeine,medium,stevia,,hazelnut syrup,2.6999999999999997
freddo cappuccino,regular,Decaffeine,medium,stevia,,vanilla syrup,2.6999999999999997
freddo cappuccino,regular,Decaffeine,medium,stevia,,cinnamon powder,2.4
freddo cappuccino,regular,Decaffeine,medium,stevia,,chocolate powder,2.4
freddo cappuccino,regular,Decaffeine,medium,stevia,fresh,,2.4
freddo cappuccino,regular,Decaffeine,medium,stevia,fresh,chocolate syrup,2.6999999999999997
freddo cappuccino,regular,Decaffeine,medium,stevia,fresh,strawberry syrup,2.6999999999999997
freddo cappuccino,regular,Decaffeine,medium,stevia,fresh,caramel syrup,2.6999999999999997
freddo cappuccino,regular,Decaffeine,medium,stevia,fresh,hazelnut syrup,2.6999999999999997
freddo cappuccino,regular,Decaffeine,medium,stevia,fresh,vanilla syrup,2.6999999999999997
freddo cappuccino,regular,Decaffeine,medium,stevia,fresh,cinnamon powder,2.4
freddo cappuccino,regular,Decaffeine,medium,stevia,fresh,chocolate powder,2.4
freddo cappuccino,regular,Decaffeine,medium,stevia,evapore,,2.4
freddo cappuccino,regular,Decaffeine,medium,stevia,evapore,chocolate syrup,2.6999999999999997
freddo cappuccino,regular,Decaffeine,medium,stevia,evapore,strawberry syrup,2.6999999999999997
freddo cappuccino,regular,Decaffeine,medium,stevia,evapore,caramel syrup,2.6999999999999997
freddo cappuccino,regular,Decaffeine,medium,stevia,evapore,hazelnut syrup,2.6999999999999997
freddo cappuccino,regular,Decaffeine,medium,stevia,evapore,vanilla syrup,2.6999999999999997
freddo cappuccino,regular,Decaffeine,medium,stevia,evapore,cinnamon powder,2.4
freddo cappuccino,regular,Decaffeine,medium,stevia,evapore,chocolate powder,2.4
freddo cappuccino,regular,Decaffeine,medium,stevia,almond,,2.8
freddo cappuccino,regular,Decaffeine,medium,stevia,almond,chocolate syrup,3.1
freddo cappuccino,regular,Decaffeine,medium,stevia,almond,strawberry syrup,3.1
freddo cappuccino,regular,Decaffeine,medium,stevia,almond,caramel syrup,3.1
freddo cappuccino,regular,Decaffeine,medium,stevia,almond,hazelnut syrup,3.1
freddo cappuccino,regular,Decaffeine,medium,stevia,almond,vanilla syrup,3.1
freddo cappuccino,regular,Decaffeine,medium,stevia,almond,cinnamon powder,2.8
freddo cappuccino,regular,Decaffeine,medium,stevia,almond,chocolate powder,2.8
freddo cappuccino,regular,Decaffeine,medium,stevia,coconut,,2.8
freddo cappuccino,regular,Decaffeine,medium,stevia,coconut,chocolate syrup,3.1
freddo cappuccino,regular,Decaffeine,medium,stevia,coconut,strawberry syrup,3.1
freddo cappuccino,regular,Decaffeine,medium,stevia,coconut,caramel syrup,3.1
freddo cappuccino,regular,Decaffeine,medium,stevia,coconut,hazelnut syrup,3.1
freddo cappuccino,regular,Decaffeine,medium,stevia,coconut,vanilla syrup,3.1
freddo cappuccino,regular,Decaffeine,medium,stevia,coconut,cinnamon powder,2.8
freddo cappuccino,regular,Decaffeine,medium,stevia,coconut,chocolate powder,2.8
freddo cappuccino,regular,Decaffeine,medium,stevia,oat,,2.8
freddo cappuccino,regular,Decaffeine,medium,stevia,oat,chocolate syrup,3.1
freddo cappuccino,regular,Decaffeine,medium,stevia,oat,strawberry syrup,3.1
freddo cappuccino,regular,Decaffeine,medium,stevia,oat,caramel syrup,3.1
freddo cappuccino,regular,Decaffeine,medium,stevia,oat,hazelnut syrup,3.1
freddo cappuccino,regular,Decaffeine,medium,stevia,oat,vanilla syrup,3.1
freddo cappuccino,regular,Decaffeine,medium,stevia,oat,cinnamon powder,2.8
freddo cappuccino,regular,Decaffeine,medium,stevia,oat,chocolate powder,2.8
freddo cappuccino,regular,Decaffeine,medium,honey,,,2.6999999999999997
freddo cappuccino,regular,Decaffeine,medium,honey,,chocolate syrup,3.0
freddo cappuccino,regular,Decaffeine,medium,honey,,strawberry syrup,3.0
freddo cappuccino,regular,Decaffeine,medium,honey,,caramel syrup,3.0
freddo cappuccino,regular,Decaffeine,medium,honey,,hazelnut syrup,3.0
freddo cappuccino,regular,Decaffeine,medium,honey,,vanilla syrup,3.0
freddo cappuccino,regular,Decaffeine,medium,honey,,cinnamon powder,2.6999999999999997
freddo cappuccino,regular,Decaffeine,medium,honey,,chocolate powder,2.6999999999999997
freddo cappuccino,regular,Decaffeine,medium,honey,fresh,,2.6999999999999997
freddo cappuccino,regular,Decaffeine,medium,honey,fresh,chocolate syrup,3.0
freddo cappuccino,regular,Decaffeine,medium,honey,fresh,strawberry syrup,3.0
