tee_type,variety,sugar,sugar_type,milk,extra,cost
tee,green,very sweet,white,fresh,,1.8
tee,green,very sweet,white,fresh,chocolate syrup,2.1
tee,green,very sweet,white,fresh,strawberry syrup,2.1
tee,green,very sweet,white,fresh,caramel syrup,2.1
tee,green,very sweet,white,fresh,hazelnut syrup,2.1
tee,green,very sweet,white,fresh,vanilla syrup,2.1
tee,green,very sweet,white,fresh,cinnamon powder,1.8
tee,green,very sweet,white,fresh,chocolate powder,1.8
tee,green,very sweet,white,evapore,,1.8
tee,green,very sweet,white,evapore,chocolate syrup,2.1
tee,green,very sweet,white,evapore,strawberry syrup,2.1
tee,green,very sweet,white,evapore,caramel syrup,2.1
tee,green,very sweet,white,evapore,hazelnut syrup,2.1
tee,green,very sweet,white,evapore,vanilla syrup,2.1
tee,green,very sweet,white,evapore,cinnamon powder,1.8
tee,green,very sweet,white,evapore,chocolate powder,1.8
tee,green,very sweet,white,almond,,2.2
tee,green,very sweet,white,almond,chocolate syrup,2.5
tee,green,very sweet,white,almond,strawberry syrup,2.5
tee,green,very sweet,white,almond,caramel syrup,2.5
tee,green,very sweet,white,almond,hazelnut syrup,2.5
tee,green,very sweet,white,almond,vanilla syrup,2.5
tee,green,very sweet,white,almond,cinnamon powder,2.2
tee,green,very sweet,white,almond,chocolate powder,2.2
tee,green,very sweet,white,coconut,,2.2
tee,green,very sweet,white,coconut,chocolate syrup,2.5
tee,green,very sweet,white,coconut,strawberry syrup,2.5
tee,green,very sweet,white,coconut,caramel syrup,2.5
tee,green,very sweet,white,coconut,hazelnut syrup,2.5
tee,green,very sweet,white,coconut,vanilla syrup,2.5
tee,green,very sweet,white,coconut,cinnamon powder,2.2
tee,green,very sweet,white,coconut,chocolate powder,2.2
tee,green,very sweet,white,oat,,2.2
tee,green,very sweet,white,oat,chocolate syrup,2.5
tee,green,very sweet,white,oat,strawberry syrup,2.5
tee,green,very sweet,white,oat,caramel syrup,2.5
tee,green,very sweet,white,oat,hazelnut syrup,2.5
tee,green,very sweet,white,oat,vanilla syrup,2.5
tee,green,very sweet,white,oat,cinnamon powder,2.2
tee,green,very sweet,white,oat,chocolate powder,2.2
tee,green,very sweet,brown,,,1.8
tee,green,very sweet,brown,,chocolate syrup,2.1
tee,green,very sweet,brown,,strawberry syrup,2.1
tee,green,very sweet,brown,,caramel syrup,2.1
tee,green,very sweet,brown,,hazelnut syrup,2.1
tee,green,very sweet,brown,,vanilla syrup,2.1
tee,green,very sweet,brown,,cinnamon powder,1.8
tee,green,very sweet,brown,,chocolate powder,1.8
tee,green,very sweet,brown,fresh,,1.8
tee,green,very sweet,brown,fresh,chocolate syrup,2.1
tee,green,very sweet,brown,fresh,strawberry syrup,2.1
tee,green,very sweet,brown,fresh,caramel syrup,2.1
tee,green,very sweet,brown,fresh,hazelnut syrup,2.1
tee,green,very sweet,brown,fresh,vanilla syrup,2.1
tee,green,very sweet,brown,fresh,cinnamon powder,1.8
tee,green,very sweet,brown,fresh,chocolate powder,1.8
tee,green,very sweet,brown,evapore,,1.8
tee,green,very sweet,brown,evapore,chocolate syrup,2.1
tee,green,very sweet,brown,evapore,strawberry syrup,2.1
tee,green,very sweet,brown,evapore,caramel syrup,2.1
tee,green,very sweet,brown,evapore,hazelnut syrup,2.1
tee,green,very sweet,brown,evapore,vanilla syrup,2.1
tee,green,very sweet,brown,evapore,cinnamon powder,1.8
tee,green,very sweet,brown,evapore,chocolate powder,1.8
tee,green,very sweet,brown,almond,,2.2
tee,green,very sweet,brown,almond,chocolate syrup,2.5
tee,green,very sweet,brown,almond,strawberry syrup,2.5
tee,green,very sweet,brown,almond,caramel syrup,2.5
tee,green,very sweet,brown,almond,hazelnut syrup,2.5
tee,green,very sweet,brown,almond,vanilla syrup,2.5
tee,green,very sweet,brown,almond,cinnamon powder,2.2
tee,green,very sweet,brown,almond,chocolate powder,2.2
tee,green,very sweet,brown,coconut,,2.2
tee,green,very sweet,brown,coconut,chocolate syrup,2.5
tee,green,very sweet,brown,coconut,strawberry syrup,2.5
tee,green,very sweet,brown,coconut,caramel syrup,2.5
tee,green,very sweet,brown,coconut,hazelnut syrup,2.5
tee,green,very sweet,brown,coconut,vanilla syrup,2.5
tee,green,very sweet,brown,coconut,cinnamon powder,2.2
tee,green,very sweet,brown,coconut,chocolate powder,2.2
tee,green,very sweet,brown,oat,,2.2
tee,green,very sweet,brown,oat,chocolate syrup,2.5
tee,green,very sweet,brown,oat,strawberry syrup,2.5
tee,green,very sweet,brown,oat,caramel syrup,2.5
tee,green,very sweet,brown,oat,hazelnut syrup,2.5
tee,green,very sweet,brown,oat,vanilla syrup,2.5
tee,green,very sweet,brown,oat,cinnamon powder,2.2
tee,green,very sweet,brown,oat,chocolate powder,2.2
tee,green,very sweet,saccharin,,,1.8
tee,green,very sweet,saccharin,,chocolate syrup,2.1
tee,green,very sweet,saccharin,,strawberry syrup,2.1
tee,green,very sweet,saccharin,,caramel syrup,2.1
tee,green,very sweet,saccharin,,hazelnut syrup,2.1
tee,green,very sweet,saccharin,,vanilla syrup,2.1
tee,green,very sweet,saccharin,,cinnamon powder,1.8
tee,green,very sweet,saccharin,,chocolate powder,1.8
tee,green,very sweet,saccharin,fresh,,1.8
tee,green,very sweet,saccharin,fresh,chocolate syrup,2.1
tee,green,very sweet,saccharin,fresh,strawberry syrup,2.1
tee,green,very sweet,saccharin,fresh,caramel syrup,2.1
tee,green,very sweet,saccharin,fresh,hazelnut syrup,2.1
tee,green,very sweet,saccharin,fresh,vanilla syrup,2.1
tee,green,very sweet,saccharin,fresh,cinnamon powder,1.8
tee,green,very sweet,saccharin,fresh,chocolate powder,1.8
tee,green,very sweet,saccharin,evapore,,1.8
tee,green,very sweet,saccharin,evapore,chocolate syrup,2.1
tee,green,very sweet,saccharin,evapore,strawberry syrup,2.1
tee,green,very sweet,saccharin,evapore,caramel syrup,2.1
tee,green,very sweet,saccharin,evapore,hazelnut syrup,2.1
tee,green,very sweet,saccharin,evapore,vanilla syrup,2.1
tee,green,very sweet,saccharin,evapore,cinnamon powder,1.8
tee,green,very sweet,saccharin,evapore,chocolate powder,1.8
tee,green,very sweet,saccharin,almond,,2.2
tee,green,very sweet,saccharin,almond,chocolate syrup,2.5
tee,green,very sweet,saccharin,almond,strawberry syrup,2.5
tee,green,very sweet,saccharin,almond,caramel syrup,2.5
tee,green,very sweet,saccharin,almond,hazelnut syrup,2.5
tee,green,very sweet,saccharin,almond,vanilla syrup,2.5
tee,green,very sweet,saccharin,almond,cinnamon powder,2.2
tee,green,very sweet,saccharin,almond,chocolate powder,2.2
tee,green,very sweet,saccharin,coconut,,2.2
tee,green,very sweet,saccharin,coconut,chocolate syrup,2.5
tee,green,very sweet,saccharin,coconut,strawberry syrup,2.5
tee,green,very sweet,saccharin,coconut,caramel syrup,2.5
tee,green,very sweet,saccharin,coconut,hazelnut syrup,2.5
tee,green,very sweet,saccharin,coconut,vanilla syrup,2.5
tee,green,very sweet,saccharin,coconut,cinnamon powder,2.2
tee,green,very sweet,saccharin,coconut,chocolate powder,2.2
tee,green,very sweet,saccharin,oat,,2.2
tee,green,very sweet,saccharin,oat,chocolate syrup,2.5
tee,green,very sweet,saccharin,oat,strawberry syrup,2.5
tee,green,very sweet,saccharin,oat,caramel syrup,2.5
tee,green,very sweet,saccharin,oat,hazelnut syrup,2.5
tee,green,very sweet,saccharin,oat,vanilla syrup,2.5
tee,green,very sweet,saccharin,oat,cinnamon powder,2.2
tee,green,very sweet,saccharin,oat,chocolate powder,2.2
tee,green,very sweet,stevia,,,1.8
tee,green,very sweet,stevia,,chocolate syrup,2.1
tee,green,very sweet,stevia,,strawberry syrup,2.1
tee,green,very sweet,stevia,,caramel syrup,2.1
tee,green,very sweet,stevia,,hazelnut syrup,2.1
tee,green,very sweet,stevia,,vanilla syrup,2.1
tee,green,very sweet,stevia,,cinnamon powder,1.8
tee,green,very sweet,stevia,,chocolate powder,1.8
tee,green,very sweet,stevia,fresh,,1.8
tee,green,very sweet,stevia,fresh,chocolate syrup,2.1
tee,green,very sweet,stevia,fresh,strawberry syrup,2.1
tee,green,very sweet,stevia,fresh,caramel syrup,2.1
tee,green,very sweet,stevia,fresh,hazelnut syrup,2.1
tee,green,very sweet,stevia,fresh,vanilla syrup,2.1
tee,green,very sweet,stevia,fresh,cinnamon powder,1.8
tee,green,very sweet,stevia,fresh,chocolate powder,1.8
tee,green,very sweet,stevia,evapore,,1.8
tee,green,very sweet,stevia,evapore,chocolate syrup,2.1
tee,green,very sweet,stevia,evapore,strawberry syrup,2.1
tee,green,very sweet,stevia,evapore,caramel syrup,2.1
tee,green,very sweet,stevia,evapore,hazelnut syrup,2.1
tee,green,very sweet,stevia,evapore,vanilla syrup,2.1
tee,green,very sweet,stevia,evapore,cinnamon powder,1.8
tee,green,very sweet,stevia,evapore,chocolate powder,1.8
tee,green,very sweet,stevia,almond,,2.2
tee,green,very sweet,stevia,almond,chocolate syrup,2.5
tee,green,very sweet,stevia,almond,strawberry syrup,2.5
tee,green,very sweet,stevia,almond,caramel syrup,2.5
tee,green,very sweet,stevia,almond,hazelnut syrup,2.5
tee,green,very sweet,stevia,almond,vanilla syrup,2.5
tee,green,very sweet,stevia,almond,cinnamon powder,2.2
tee,green,very sweet,stevia,almond,chocolate powder,2.2
tee,green,very sweet,stevia,coconut,,2.2
tee,green,very sweet,stevia,coconut,chocolate syrup,2.5
tee,green,very sweet,stevia,coconut,strawberry syrup,2.5
tee,green,very sweet,stevia,coconut,caramel syrup,2.5
tee,green,very sweet,stevia,coconut,hazelnut syrup,2.5
tee,green,very sweet,stevia,coconut,vanilla syrup,2.5
tee,green,very sweet,stevia,coconut,cinnamon powder,2.2
tee,green,very sweet,stevia,coconut,chocolate powder,2.2
tee,green,very sweet,stevia,oat,,2.2
tee,green,very sweet,stevia,oat,chocolate syrup,2.5
tee,green,very sweet,stevia,oat,strawberry syrup,2.5
tee,green,very sweet,stevia,oat,caramel syrup,2.5
tee,green,very sweet,stevia,oat,hazelnut syrup,2.5
tee,green,very sweet,stevia,oat,vanilla syrup,2.5
tee,green,very sweet,stevia,oat,cinnamon powder,2.2
tee,green,very sweet,stevia,oat,chocolate powder,2.2
tee,green,very sweet,honey,,,2.1
tee,green,very sweet,honey,,chocolate syrup,2.4
tee,green,very sweet,honey,,strawberry syrup,2.4
tee,green,very sweet,honey,,caramel syrup,2.4
tee,green,very sweet,honey,,hazelnut syrup,2.4
tee,green,very sweet,honey,,vanilla syrup,2.4
tee,green,very sweet,honey,,cinnamon powder,2.1
tee,green,very sweet,honey,,chocolate powder,2.1
tee,green,very sweet,honey,fresh,,2.1
tee,green,very sweet,honey,fresh,chocolate syrup,2.4
tee,green,very sweet,honey,fresh,strawberry syrup,2.4
tee,green,very sweet,honey,fresh,caramel syrup,2.4
tee,green,very sweet,honey,fresh,hazelnut syrup,2.4
tee,green,very sweet,honey,fresh,vanilla syrup,2.4
tee,green,very sweet,honey,fresh,cinnamon powder,2.1
tee,green,very sweet,honey,fresh,chocolate powder,2.1
tee,green,very sweet,honey,evapore,,2.1
tee,green,very sweet,honey,evapore,chocolate syrup,2.4
tee,green,very sweet,honey,evapore,strawberry syrup,2.4
tee,green,very sweet,honey,evapore,caramel syrup,2.4
tee,green,very sweet,honey,evapore,hazelnut syrup,2.4
tee,green,very sweet,honey,evapore,vanilla syrup,2.4
tee,green,very sweet,honey,evapore,cinnamon powder,2.1
tee,green,very sweet,honey,evapore,chocolate powder,2.1
tee,green,very sweet,honey,almond,,2.5
tee,green,very sweet,honey,almond,chocolate syrup,2.8
tee,green,very sweet,honey,almond,strawberry syrup,2.8
tee,green,very sweet,honey,almond,caramel syrup,2.8
tee,green,very sweet,honey,almond,hazelnut syrup,2.8
tee,green,very sweet,honey,almond,vanilla syrup,2.8
tee,green,very sweet,honey,almond,cinnamon powder,2.5
tee,green,very sweet,honey,almond,chocolate powder,2.5
tee,green,very sweet,honey,coconut,,2.5
tee,green,very sweet,honey,coconut,chocolate syrup,2.8
tee,green,very sweet,honey,coconut,strawberry syrup,2.8
tee,green,very sweet,honey,coconut,caramel syrup,2.8
tee,green,very sweet,honey,coconut,hazelnut syrup,2.8
tee,green,very sweet,honey,coconut,vanilla syrup,2.8
tee,green,very sweet,honey,coconut,cinnamon powder,2.5
tee,green,very sweet,honey,coconut,chocolate powder,2.5
tee,green,very sweet,honey,oat,,2.5
tee,green,very sweet,honey,oat,chocolate syrup,2.8
tee,green,very sweet,honey,oat,strawberry syrup,2.8
tee,green,very sweet,honey,oat,caramel syrup,2.8
tee,green,very sweet,honey,oat,hazelnut syrup,2.8
tee,green,very sweet,honey,oat,vanilla syrup,2.8
tee,green,very sweet,honey,oat,cinnamon powder,2.5
tee,green,very sweet,honey,oat,chocolate powder,2.5
tee,green with pergamot,,,,,1.8
tee,green with pergamot,,,,chocolate syrup,2.1
tee,green with pergamot,,,,strawberry syrup,2.1
tee,green with pergamot,,,,caramel syrup,2.1
tee,green with pergamot,,,,hazelnut syrup,2.1
tee,green with pergamot,,,,vanilla syrup,2.1
tee,green with pergamot,,,,cinnamon powder,1.8
tee,green with pergamot,,,,chocolate powder,1.8
tee,green with pergamot,,,fresh,,1.8
tee,green with pergamot,,,fresh,chocolate syrup,2.1
tee,green with pergamot,,,fresh,strawberry syrup,2.1
tee,green with pergamot,,,fresh,caramel syrup,2.1
tee,green with pergamot,,,fresh,hazelnut syrup,2.1
tee,green with pergamot,,,fresh,vanilla syrup,2.1
tee,green with pergamot,,,fresh,cinnamon powder,1.8
tee,green with pergamot,,,fresh,chocolate powder,1.8
tee,green with pergamot,,,evapore,,1.8
tee,green with pergamot,,,evapore,chocolate syrup,2.1
tee,green with pergamot,,,evapore,strawberry syrup,2.1
tee,green with pergamot,,,evapore,caramel syrup,2.1
tee,green with pergamot,,,evapore,hazelnut syrup,2.1
tee,green with pergamot,,,evapore,vanilla syrup,2.1
tee,green with pergamot,,,evapore,cinnamon powder,1.8
tee,green with pergamot,,,evapore,chocolate powder,1.8
tee,green with pergamot,,,almond,,2.2
tee,green with pergamot,,,almond,chocolate syrup,2.5
tee,green with pergamot,,,almond,strawberry syrup,2.5
tee,green with pergamot,,,almond,caramel syrup,2.5
tee,green with pergamot,,,almond,hazelnut syrup,2.5
tee,green with pergamot,,,almond,vanilla syrup,2.5
tee,green with pergamot,,,almond,cinnamon powder,2.2
tee,green with pergamot,,,almond,chocolate powder,2.2
tee,green with pergamot,,,coconut,,2.2
tee,green with pergamot,,,coconut,chocolate syrup,2.5
tee,green with pergamot,,,coconut,strawberry syrup,2.5
tee,green with pergamot,,,coconut,caramel syrup,2.5
tee,green with pergamot,,,coconut,hazelnut syrup,2.5
tee,green with pergamot,,,coconut,vanilla syrup,2.5
tee,green with pergamot,,,coconut,cinnamon powder,2.2
tee,green with pergamot,,,coconut,chocolate powder,2.2
tee,green with pergamot,,,oat,,2.2
tee,green with pergamot,,,oat,chocolate syrup,2.5
tee,green with pergamot,,,oat,strawberry syrup,2.5
tee,green with pergamot,,,oat,caramel syrup,2.5
tee,green with pergamot,,,oat,hazelnut syrup,2.5
tee,green with pergamot,,,oat,vanilla syrup,2.5
tee,green with pergamot,,,oat,cinnamon powder,2.2
tee,green with pergamot,,,oat,chocolate powder,2.2
tee,green with pergamot,,white,,,1.8
tee,green with pergamot,,white,,chocolate syrup,2.1
tee,green with pergamot,,white,,strawberry syrup,2.1
tee,green with pergamot,,white,,caramel syrup,2.1
tee,green with pergamot,,white,,hazelnut syrup,2.1
tee,green with pergamot,,white,,vanilla syrup,2.1
tee,green with pergamot,,white,,cinnamon powder,1.8
tee,green with pergamot,,white,,chocolate powder,1.8
tee,green with pergamot,,white,fresh,,1.8
tee,green with pergamot,,white,fresh,chocolate syrup,2.1
tee,green with pergamot,,white,fresh,strawberry syrup,2.1
tee,green with pergamot,,white,fresh,caramel syrup,2.1
tee,green with pergamot,,white,fresh,hazelnut syrup,2.1
tee,green with pergamot,,white,fresh,vanilla syrup,2.1
tee,green with pergamot,,white,fresh,cinnamon powder,1.8
tee,green with pergamot,,white,fresh,chocolate powder,1.8
tee,green with pergamot,,white,evapore,,1.8
tee,green with pergamot,,white,evapore,chocolate syrup,2.1
tee,green with pergamot,,white,evapore,strawberry syrup,2.1
tee,green with pergamot,,white,evapore,caramel syrup,2.1
tee,green with pergamot,,white,evapore,hazelnut syrup,2.1
tee,green with pergamot,,white,evapore,vanilla syrup,2.1
tee,green with pergamot,,white,evapore,cinnamon powder,1.8
tee,green with pergamot,,white,evapore,chocolate powder,1.8
tee,green with pergamot,,white,almond,,2.2
tee,green with pergamot,,white,almond,chocolate syrup,2.5
tee,green with pergamot,,white,almond,strawberry syrup,2.5
tee,green with pergamot,,white,almond,caramel syrup,2.5
tee,green with pergamot,,white,almond,hazelnut syrup,2.5
tee,green with pergamot,,white,almond,vanilla syrup,2.5
tee,green with pergamot,,white,almond,cinnamon powder,2.2
tee,green with pergamot,,white,almond,chocolate powder,2.2
tee,green with pergamot,,white,coconut,,2.2
tee,green with pergamot,,white,coconut,chocolate syrup,2.5
tee,green with pergamot,,white,coconut,strawberry syrup,2.5
tee,green with pergamot,,white,coconut,caramel syrup,2.5
tee,green with pergamot,,white,coconut,hazelnut syrup,2.5
tee,green with pergamot,,white,coconut,vanilla syrup,2.5
tee,green with pergamot,,white,coconut,cinnamon powder,2.2
tee,green with pergamot,,white,coconut,chocolate powder,2.2
tee,green with pergamot,,white,oat,,2.2
tee,green with pergamot,,white,oat,chocolate syrup,2.5
tee,green with pergamot,,white,oat,strawberry syrup,2.5
tee,green with pergamot,,white,oat,caramel syrup,2.5
tee,green with pergamot,,white,oat,hazelnut syrup,2.5
tee,green with pergamot,,white,oat,vanilla syrup,2.5
tee,green with pergamot,,white,oat,cinnamon powder,2.2
tee,green with pergamot,,white,oat,chocolate powder,2.2
tee,green with pergamot,,brown,,,1.8
tee,green with pergamot,,brown,,chocolate syrup,2.1
tee,green with pergamot,,brown,,strawberry syrup,2.1
tee,green with pergamot,,brown,,caramel syrup,2.1
tee,green with pergamot,,brown,,hazelnut syrup,2.1
tee,green with pergamot,,brown,,vanilla syrup,2.1
tee,green with pergamot,,brown,,cinnamon powder,1.8
tee,green with pergamot,,brown,,chocolate powder,1.8
tee,green with pergamot,,brown,fresh,,1.8
tee,green with pergamot,,brown,fresh,chocolate syrup,2.1
tee,green with pergamot,,brown,fresh,strawberry syrup,2.1
tee,green with pergamot,,brown,fresh,caramel syrup,2.1
tee,green with pergamot,,brown,fresh,hazelnut syrup,2.1
tee,green with pergamot,,brown,fresh,vanilla syrup,2.1
tee,green with pergamot,,brown,fresh,cinnamon powder,1.8
tee,green with pergamot,,brown,fresh,chocolate powder,1.8
tee,green with pergamot,,brown,evapore,,1.8
tee,green with pergamot,,brown,evapore,chocolate syrup,2.1
tee,green with pergamot,,brown,evapore,strawberry syrup,2.1
tee,green with pergamot,,brown,evapore,caramel syrup,2.1
tee,green with pergamot,,brown,evapore,hazelnut syrup,2.1
tee,green with pergamot,,brown,evapore,vanilla syrup,2.1
tee,green with pergamot,,brown,evapore,cinnamon powder,1.8
tee,green with pergamot,,brown,evapore,chocolate powder,1.8
tee,green with pergamot,,brown,almond,,2.2
tee,green with pergamot,,brown,almond,chocolate syrup,2.5
tee,green with pergamot,,brown,almond,strawberry syrup,2.5
tee,green with pergamot,,brown,almond,caramel syrup,2.5
tee,green with pergamot,,brown,almond,hazelnut syrup,2.5
tee,green with pergamot,,brown,almond,vanilla syrup,2.5
tee,green with pergamot,,brown,almond,cinnamon powder,2.2
tee,green with pergamot,,brown,almond,chocolate powder,2.2
tee,green with pergamot,,brown,coconut,,2.2
tee,green with pergamot,,brown,coconut,chocolate syrup,2.5
tee,green with pergamot,,brown,coconut,strawberry syrup,2.5
tee,green with pergamot,,brown,coconut,caramel syrup,2.5
tee,green with pergamot,,brown,coconut,hazelnut syrup,2.5
tee,green with pergamot,,brown,coconut,vanilla syrup,2.5
tee,green with pergamot,,brown,coconut,cinnamon powder,2.2
tee,green with pergamot,,brown,coconut,chocolate powder,2.2
tee,green with pergamot,,brown,oat,,2.2
tee,green with pergamot,,brown,oat,chocolate syrup,2.5
tee,green with pergamot,,brown,oat,strawberry syrup,2.5
tee,green with pergamot,,brown,oat,caramel syrup,2.5
tee,green with pergamot,,brown,oat,hazelnut syrup,2.5
tee,green with pergamot,,brown,oat,vanilla syrup,2.5
tee,green with pergamot,,brown,oat,cinnamon powder,2.2
tee,green with pergamot,,brown,oat,chocolate powder,2.2
tee,green with pergamot,,saccharin,,,1.8
tee,green with pergamot,,saccharin,,chocolate syrup,2.1
tee,green with pergamot,,saccharin,,strawberry syrup,2.1
tee,green with pergamot,,saccharin,,caramel syrup,2.1
tee,green with pergamot,,saccharin,,hazelnut syrup,2.1
tee,green with pergamot,,saccharin,,vanilla syrup,2.1
tee,green with pergamot,,saccharin,,cinnamon powder,1.8
tee,green with pergamot,,saccharin,,chocolate powder,1.8
tee,green with pergamot,,saccharin,fresh,,1.8
tee,green with pergamot,,saccharin,fresh,chocolate syrup,2.1
tee,green with pergamot,,saccharin,fresh,strawberry syrup,2.1
tee,green with pergamot,,saccharin,fresh,caramel syrup,2.1
tee,green with pergamot,,saccharin,fresh,hazelnut syrup,2.1
tee,green with pergamot,,saccharin,fresh,vanilla syrup,2.1
tee,green with pergamot,,saccharin,fresh,cinnamon powder,1.8
tee,green with pergamot,,saccharin,fresh,chocolate powder,1.8
tee,green with pergamot,,saccharin,evapore,,1.8
tee,green with pergamot,,saccharin,evapore,chocolate syrup,2.1
tee,green with pergamot,,saccharin,evapore,strawberry syrup,2.1
tee,green with pergamot,,saccharin,evapore,caramel syrup,2.1
tee,green with pergamot,,saccharin,evapore,hazelnut syrup,2.1
tee,green with pergamot,,saccharin,evapore,vanilla syrup,2.1
tee,green with pergamot,,saccharin,evapore,cinnamon powder,1.8
tee,green with pergamot,,saccharin,evapore,chocolate powder,1.8
tee,green with pergamot,,saccharin,almond,,2.2
tee,green with pergamot,,saccharin,almond,chocolate syrup,2.5
tee,green with pergamot,,saccharin,almond,strawberry syrup,2.5
tee,green with pergamot,,saccharin,almond,caramel syrup,2.5
tee,green with pergamot,,saccharin,almond,hazelnut syrup,2.5
tee,green with pergamot,,saccharin,almond,vanilla syrup,2.5
tee,green with pergamot,,saccharin,almond,cinnamon powder,2.2
tee,green with pergamot,,saccharin,almond,chocolate powder,2.2
tee,green with pergamot,,saccharin,coconut,,2.2
tee,green with pergamot,,saccharin,coconut,chocolate syrup,2.5
tee,green with pergamot,,saccharin,coconut,strawberry syrup,2.5
tee,green with pergamot,,saccharin,coconut,caramel syrup,2.5
tee,green with pergamot,,saccharin,coconut,hazelnut syrup,2.5
tee,green with pergamot,,saccharin,coconut,vanilla syrup,2.5
tee,green with pergamot,,saccharin,coconut,cinnamon powder,2.2
tee,green with pergamot,,saccharin,coconut,chocolate powder,2.2
tee,green with pergamot,,saccharin,oat,,2.2
tee,green with pergamot,,saccharin,oat,chocolate syrup,2.5
tee,green with pergamot,,saccharin,oat,strawberry syrup,2.5
tee,green with pergamot,,saccharin,oat,caramel syrup,2.5
tee,green with pergamot,,saccharin,oat,hazelnut syrup,2.5
tee,green with pergamot,,saccharin,oat,vanilla syrup,2.5
tee,green with pergamot,,saccharin,oat,cinnamon powder,2.2
tee,green with pergamot,,saccharin,oat,chocolate powder,2.2
tee,green with pergamot,,stevia,,,1.8
tee,green with pergamot,,stevia,,chocolate syrup,2.1
tee,green with pergamot,,stevia,,strawberry syrup,2.1
tee,green with pergamot,,stevia,,caramel syrup,2.1
tee,green with pergamot,,stevia,,hazelnut syrup,2.1
tee,green with pergamot,,stevia,,vanilla syrup,2.1
tee,green with pergamot,,stevia,,cinnamon powder,1.8
tee,green with pergamot,,stevia,,chocolate powder,1.8
tee,green with pergamot,,stevia,fresh,,1.8
tee,green with pergamot,,stevia,fresh,chocolate syrup,2.1
tee,green with pergamot,,stevia,fresh,strawberry syrup,2.1
tee,green with pergamot,,stevia,fresh,caramel syrup,2.1
tee,green with pergamot,,stevia,fresh,hazelnut syrup,2.1
tee,green with pergamot,,stevia,fresh,vanilla syrup,2.1
tee,green with pergamot,,stevia,fresh,cinnamon powder,1.8
tee,green with pergamot,,stevia,fresh,chocolate powder,1.8
tee,green with pergamot,,stevia,evapore,,1.8
tee,green with pergamot,,stevia,evapore,chocolate syrup,2.1
tee,green with pergamot,,stevia,evapore,strawberry syrup,2.1
tee,green with pergamot,,stevia,evapore,caramel syrup,2.1
tee,green with pergamot,,stevia,evapore,hazelnut syrup,2.1
tee,green with pergamot,,stevia,evapore,vanilla syrup,2.1
tee,green with pergamot,,stevia,evapore,cinnamon powder,1.8
tee,green with pergamot,,stevia,evapore,chocolate powder,1.8
tee,green with pergamot,,stevia,almond,,2.2
tee,green with pergamot,,stevia,almond,chocolate syrup,2.5
tee,green with pergamot,,stevia,almond,strawberry syrup,2.5
tee,green with pergamot,,stevia,almond,caramel syrup,2.5
tee,green with pergamot,,stevia,almond,hazelnut syrup,2.5
tee,green with pergamot,,stevia,almond,vanilla syrup,2.5
tee,green with pergamot,,stevia,almond,cinnamon powder,2.2
tee,green with pergamot,,stevia,almond,chocolate powder,2.2
tee,green with pergamot,,stevia,coconut,,2.2
tee,green with pergamot,,stevia,coconut,chocolate syrup,2.5
tee,green with pergamot,,stevia,coconut,strawberry syrup,2.5
tee,green with pergamot,,stevia,coconut,caramel syrup,2.5
tee,green with pergamot,,stevia,coconut,hazelnut syrup,2.5
tee,green with pergamot,,stevia,coconut,vanilla syrup,2.5
tee,green with pergamot,,stevia,coconut,cinnamon powder,2.2
tee,green with pergamot,,stevia,coconut,chocolate powder,2.2
tee,green with pergamot,,stevia,oat,,2.2
tee,green with pergamot,,stevia,oat,chocolate syrup,2.5
tee,green with pergamot,,stevia,oat,strawberry syrup,2.5
tee,green with pergamot,,stevia,oat,caramel syrup,2.5
tee,green with pergamot,,stevia,oat,hazelnut syrup,2.5
tee,green with pergamot,,stevia,oat,vanilla syrup,2.5
tee,green with pergamot,,stevia,oat,cinnamon powder,2.2
tee,green with pergamot,,stevia,oat,chocolate powder,2.2
tee,green with pergamot,,honey,,,2.1
tee,green with pergamot,,honey,,chocolate syrup,2.4
tee,green with pergamot,,honey,,strawberry syrup,2.4
tee,green with pergamot,,honey,,caramel syrup,2.4
tee,green with pergamot,,honey,,hazelnut syrup,2.4
tee,green with pergamot,,honey,,vanilla syrup,2.4
tee,green with pergamot,,honey,,cinnamon powder,2.1
tee,green with pergamot,,honey,,chocolate powder,2.1
tee,green with pergamot,,honey,fresh,,2.1
tee,green with pergamot,,honey,fresh,chocolate syrup,2.4
tee,green with pergamot,,honey,fresh,strawberry syrup,2.4
tee,green with pergamot,,honey,fresh,caramel syrup,2.4
tee,green with pergamot,,honey,fresh,hazelnut syrup,2.4
tee,green with pergamot,,honey,fresh,vanilla syrup,2.4
tee,green with pergamot,,honey,fresh,cinnamon powder,2.1
tee,green with pergamot,,honey,fresh,chocolate powder,2.1
tee,green with pergamot,,honey,evapore,,2.1
tee,green with pergamot,,honey,evapore,chocolate syrup,2.4
tee,green with pergamot,,honey,evapore,strawberry syrup,2.4
tee,green with pergamot,,honey,evapore,caramel syrup,2.4
tee,green with pergamot,,honey,evapore,hazelnut syrup,2.4
tee,green with pergamot,,honey,evapore,vanilla syrup,2.4
tee,green with pergamot,,honey,evapore,cinnamon powder,2.1
tee,green with pergamot,,honey,evapore,chocolate powder,2.1
tee,green with pergamot,,honey,almond,,2.5
tee,green with pergamot,,honey,almond,chocolate syrup,2.8
tee,green with pergamot,,honey,almond,strawberry syrup,2.8
tee,green with pergamot,,honey,almond,caramel syrup,2.8
