coffee_type,size,variety,sugar,sugar_type,milk,extra,cost
espresso,quadruple,Decaffeine,medium,brown,,hazelnut syrup,3.3
espresso,quadruple,Decaffeine,medium,brown,,vanilla syrup,3.3
espresso,quadruple,Decaffeine,medium,brown,,cinnamon powder,3.0
espresso,quadruple,Decaffeine,medium,brown,,chocolate powder,3.0
espresso,quadruple,Decaffeine,medium,brown,fresh,,3.0
espresso,quadruple,Decaffeine,medium,brown,fresh,chocolate syrup,3.3
espresso,quadruple,Decaffeine,medium,brown,fresh,strawberry syrup,3.3
espresso,quadruple,Decaffeine,medium,brown,fresh,caramel syrup,3.3
espresso,quadruple,Decaffeine,medium,brown,fresh,hazelnut syrup,3.3
espresso,quadruple,Decaffeine,medium,brown,fresh,vanilla syrup,3.3
espresso,quadruple,Decaffeine,medium,brown,fresh,cinnamon powder,3.0
espresso,quadruple,Decaffeine,medium,brown,fresh,chocolate powder,3.0
espresso,quadruple,Decaffeine,medium,brown,evapore,,3.0
espresso,quadruple,Decaffeine,medium,brown,evapore,chocolate syrup,3.3
espresso,quadruple,Decaffeine,medium,brown,evapore,strawberry syrup,3.3
espresso,quadruple,Decaffeine,medium,brown,evapore,caramel syrup,3.3
espresso,quadruple,Decaffeine,medium,brown,evapore,hazelnut syrup,3.3
espresso,quadruple,Decaffeine,medium,brown,evapore,vanilla syrup,3.3
espresso,quadruple,Decaffeine,medium,brown,evapore,cinnamon powder,3.0
espresso,quadruple,Decaffeine,medium,brown,evapore,chocolate powder,3.0
espresso,quadruple,Decaffeine,medium,brown,almond,,3.4
espresso,quadruple,Decaffeine,medium,brown,almond,chocolate syrup,3.7
espresso,quadruple,Decaffeine,medium,brown,almond,strawberry syrup,3.7
espresso,quadruple,Decaffeine,medium,brown,almond,caramel syrup,3.7
espresso,quadruple,Decaffeine,medium,brown,almond,hazelnut syrup,3.7
espresso,quadruple,Decaffeine,medium,brown,almond,vanilla syrup,3.7
espresso,quadruple,Decaffeine,medium,brown,almond,cinnamon powder,3.4
espresso,quadruple,Decaffeine,medium,brown,almond,chocolate powder,3.4
espresso,quadruple,Decaffeine,medium,brown,coconut,,3.4
espresso,quadruple,Decaffeine,medium,brown,coconut,chocolate syrup,3.7
espresso,quadruple,Decaffeine,medium,brown,coconut,strawberry syrup,3.7
espresso,quadruple,Decaffeine,medium,brown,coconut,caramel syrup,3.7
espresso,quadruple,Decaffeine,medium,brown,coconut,hazelnut syrup,3.7
espresso,quadruple,Decaffeine,medium,brown,coconut,vanilla syrup,3.7
espresso,quadruple,Decaffeine,medium,brown,coconut,cinnamon powder,3.4
espresso,quadruple,Decaffeine,medium,brown,coconut,chocolate powder,3.4
espresso,quadruple,Decaffeine,medium,brown,oat,,3.4
espresso,quadruple,Decaffeine,medium,brown,oat,chocolate syrup,3.7
espresso,quadruple,Decaffeine,medium,brown,oat,strawberry syrup,3.7
espresso,quadruple,Decaffeine,medium,brown,oat,caramel syrup,3.7
espresso,quadruple,Decaffeine,medium,brown,oat,hazelnut syrup,3.7
espresso,quadruple,Decaffeine,medium,brown,oat,vanilla syrup,3.7
espresso,quadruple,Decaffeine,medium,brown,oat,cinnamon powder,3.4
espresso,quadruple,Decaffeine,medium,brown,oat,chocolate powder,3.4
espresso,quadruple,Decaffeine,medium,saccharin,,,3.0
espresso,quadruple,Decaffeine,medium,saccharin,,chocolate syrup,3.3
espresso,quadruple,Decaffeine,medium,saccharin,,strawberry syrup,3.3
espresso,quadruple,Decaffeine,medium,saccharin,,caramel syrup,3.3
espresso,quadruple,Decaffeine,medium,saccharin,,hazelnut syrup,3.3
espresso,quadruple,Decaffeine,medium,saccharin,,vanilla syrup,3.3
espresso,quadruple,Decaffeine,medium,saccharin,,cinnamon powder,3.0
espresso,quadruple,Decaffeine,medium,saccharin,,chocolate powder,3.0
espresso,quadruple,Decaffeine,medium,saccharin,fresh,,3.0
espresso,quadruple,Decaffeine,medium,saccharin,fresh,chocolate syrup,3.3
espresso,quadruple,Decaffeine,medium,saccharin,fresh,strawberry syrup,3.3
espresso,quadruple,Decaffeine,medium,saccharin,fresh,caramel syrup,3.3
espresso,quadruple,Decaffeine,medium,saccharin,fresh,hazelnut syrup,3.3
espresso,quadruple,Decaffeine,medium,saccharin,fresh,vanilla syrup,3.3
espresso,quadruple,Decaffeine,medium,saccharin,fresh,cinnamon powder,3.0
espresso,quadruple,Decaffeine,medium,saccharin,fresh,chocolate powder,3.0
espresso,quadruple,Decaffeine,medium,saccharin,evapore,,3.0
espresso,quadruple,Decaffeine,medium,saccharin,evapore,chocolate syrup,3.3
espresso,quadruple,Decaffeine,medium,saccharin,evapore,strawberry syrup,3.3
espresso,quadruple,Decaffeine,medium,saccharin,evapore,caramel syrup,3.3
espresso,quadruple,Decaffeine,medium,saccharin,evapore,hazelnut syrup,3.3
espresso,quadruple,Decaffeine,medium,saccharin,evapore,vanilla syrup,3.3
espresso,quadruple,Decaffeine,medium,saccharin,evapore,cinnamon powder,3.0
espresso,quadruple,Decaffeine,medium,saccharin,evapore,chocolate powder,3.0
espresso,quadruple,Decaffeine,medium,saccharin,almond,,3.4
espresso,quadruple,Decaffeine,medium,saccharin,almond,chocolate syrup,3.7
espresso,quadruple,Decaffeine,medium,saccharin,almond,strawberry syrup,3.7
espresso,quadruple,Decaffeine,medium,saccharin,almond,caramel syrup,3.7
espresso,quadruple,Decaffeine,medium,saccharin,almond,hazelnut syrup,3.7
espresso,quadruple,Decaffeine,medium,saccharin,almond,vanilla syrup,3.7
espresso,quadruple,Decaffeine,medium,saccharin,almond,cinnamon powder,3.4
espresso,quadruple,Decaffeine,medium,saccharin,almond,chocolate powder,3.4
espresso,quadruple,Decaffeine,medium,saccharin,coconut,,3.4
espresso,quadruple,Decaffeine,medium,saccharin,coconut,chocolate syrup,3.7
espresso,quadruple,Decaffeine,medium,saccharin,coconut,strawberry syrup,3.7
espresso,quadruple,Decaffeine,medium,saccharin,coconut,caramel syrup,3.7
espresso,quadruple,Decaffeine,medium,saccharin,coconut,hazelnut syrup,3.7
espresso,quadruple,Decaffeine,medium,saccharin,coconut,vanilla syrup,3.7
espresso,quadruple,Decaffeine,medium,saccharin,coconut,cinnamon powder,3.4
espresso,quadruple,Decaffeine,medium,saccharin,coconut,chocolate powder,3.4
espresso,quadruple,Decaffeine,medium,saccharin,oat,,3.4
espresso,quadruple,Decaffeine,medium,saccharin,oat,chocolate syrup,3.7
espresso,quadruple,Decaffeine,medium,saccharin,oat,strawberry syrup,3.7
espresso,quadruple,Decaffeine,medium,saccharin,oat,caramel syrup,3.7
espresso,quadruple,Decaffeine,medium,saccharin,oat,hazelnut syrup,3.7
espresso,quadruple,Decaffeine,medium,saccharin,oat,vanilla syrup,3.7
espresso,quadruple,Decaffeine,medium,saccharin,oat,cinnamon powder,3.4
espresso,quadruple,Decaffeine,medium,saccharin,oat,chocolate powder,3.4
espresso,quadruple,Decaffeine,medium,stevia,,,3.0
espresso,quadruple,Decaffeine,medium,stevia,,chocolate syrup,3.3
espresso,quadruple,Decaffeine,medium,stevia,,strawberry syrup,3.3
espresso,quadruple,Decaffeine,medium,stevia,,caramel syrup,3.3
espresso,quadruple,Decaffeine,medium,stevia,,hazelnut syrup,3.3
espresso,quadruple,Decaffeine,medium,stevia,,vanilla syrup,3.3
espresso,quadruple,Decaffeine,medium,stevia,,cinnamon powder,3.0
espresso,quadruple,Decaffeine,medium,stevia,,chocolate powder,3.0
espresso,quadruple,Decaffeine,medium,stevia,fresh,,3.0
espresso,quadruple,Decaffeine,medium,stevia,fresh,chocolate syrup,3.3
espresso,quadruple,Decaffeine,medium,stevia,fresh,strawberry syrup,3.3
espresso,quadruple,Decaffeine,medium,stevia,fresh,caramel syrup,3.3
espresso,quadruple,Decaffeine,medium,stevia,fresh,hazelnut syrup,3.3
espresso,quadruple,Decaffeine,medium,stevia,fresh,vanilla syrup,3.3
espresso,quadruple,Decaffeine,medium,stevia,fresh,cinnamon powder,3.0
espresso,quadruple,Decaffeine,medium,stevia,fresh,chocolate powder,3.0
espresso,quadruple,Decaffeine,medium,stevia,evapore,,3.0
espresso,quadruple,Decaffeine,medium,stevia,evapore,chocolate syrup,3.3
espresso,quadruple,Decaffeine,medium,stevia,evapore,strawberry syrup,3.3
espresso,quadruple,Decaffeine,medium,stevia,evapore,caramel syrup,3.3
espresso,quadruple,Decaffeine,medium,stevia,evapore,hazelnut syrup,3.3
espresso,quadruple,Decaffeine,medium,stevia,evapore,vanilla syrup,3.3
espresso,quadruple,Decaffeine,medium,stevia,evapore,cinnamon powder,3.0
espresso,quadruple,Decaffeine,medium,stevia,evapore,chocolate powder,3.0
espresso,quadruple,Decaffeine,medium,stevia,almond,,3.4
espresso,quadruple,Decaffeine,medium,stevia,almond,chocolate syrup,3.7
espresso,quadruple,Decaffeine,medium,stevia,almond,strawberry syrup,3.7
espresso,quadruple,Decaffeine,medium,stevia,almond,caramel syrup,3.7
espresso,quadruple,Decaffeine,medium,stevia,almond,hazelnut syrup,3.7
espresso,quadruple,Decaffeine,medium,stevia,almond,vanilla syrup,3.7
espresso,quadruple,Decaffeine,medium,stevia,almond,cinnamon powder,3.4
espresso,quadruple,Decaffeine,medium,stevia,almond,chocolate powder,3.4
espresso,quadruple,Decaffeine,medium,stevia,coconut,,3.4
espresso,quadruple,Decaffeine,medium,stevia,coconut,chocolate syrup,3.7
espresso,quadruple,Decaffeine,medium,stevia,coconut,strawberry syrup,3.7
espresso,quadruple,Decaffeine,medium,stevia,coconut,caramel syrup,3.7
espresso,quadruple,Decaffeine,medium,stevia,coconut,hazelnut syrup,3.7
espresso,quadruple,Decaffeine,medium,stevia,coconut,vanilla syrup,3.7
espresso,quadruple,Decaffeine,medium,stevia,coconut,cinnamon powder,3.4
espresso,quadruple,Decaffeine,medium,stevia,coconut,chocolate powder,3.4
espresso,quadruple,Decaffeine,medium,stevia,oat,,3.4
espresso,quadruple,Decaffeine,medium,stevia,oat,chocolate syrup,3.7
espresso,quadruple,Decaffeine,medium,stevia,oat,strawberry syrup,3.7
espresso,quadruple,Decaffeine,medium,stevia,oat,caramel syrup,3.7
espresso,quadruple,Decaffeine,medium,stevia,oat,hazelnut syrup,3.7
espresso,quadruple,Decaffeine,medium,stevia,oat,vanilla syrup,3.7
espresso,quadruple,Decaffeine,medium,stevia,oat,cinnamon powder,3.4
espresso,quadruple,Decaffeine,medium,stevia,oat,chocolate powder,3.4
espresso,quadruple,Decaffeine,medium,honey,,,3.3
espresso,quadruple,Decaffeine,medium,honey,,chocolate syrup,3.6
espresso,quadruple,Decaffeine,medium,honey,,strawberry syrup,3.6
espresso,quadruple,Decaffeine,medium,honey,,caramel syrup,3.6
espresso,quadruple,Decaffeine,medium,honey,,hazelnut syrup,3.6
espresso,quadruple,Decaffeine,medium,honey,,vanilla syrup,3.6
espresso,quadruple,Decaffeine,medium,honey,,cinnamon powder,3.3
espresso,quadruple,Decaffeine,medium,honey,,chocolate powder,3.3
espresso,quadruple,Decaffeine,medium,honey,fresh,,3.3
espresso,quadruple,Decaffeine,medium,honey,fresh,chocolate syrup,3.6
espresso,quadruple,Decaffeine,medium,honey,fresh,strawberry syrup,3.6
espresso,quadruple,Decaffeine,medium,honey,fresh,caramel syrup,3.6
espresso,quadruple,Decaffeine,medium,honey,fresh,hazelnut syrup,3.6
espresso,quadruple,Decaffeine,medium,honey,fresh,vanilla syrup,3.6
espresso,quadruple,Decaffeine,medium,honey,fresh,cinnamon powder,3.3
espresso,quadruple,Decaffeine,medium,honey,fresh,chocolate powder,3.3
espresso,quadruple,Decaffeine,medium,honey,evapore,,3.3
espresso,quadruple,Decaffeine,medium,honey,evapore,chocolate syrup,3.6
espresso,quadruple,Decaffeine,medium,honey,evapore,strawberry syrup,3.6
espresso,quadruple,Decaffeine,medium,honey,evapore,caramel syrup,3.6
espresso,quadruple,Decaffeine,medium,honey,evapore,hazelnut syrup,3.6
espresso,quadruple,Decaffeine,medium,honey,evapore,vanilla syrup,3.6
espresso,quadruple,Decaffeine,medium,honey,evapore,cinnamon powder,3.3
espresso,quadruple,Decaffeine,medium,honey,evapore,chocolate powder,3.3
espresso,quadruple,Decaffeine,medium,honey,almond,,3.7
espresso,quadruple,Decaffeine,medium,honey,almond,chocolate syrup,4.0
espresso,quadruple,Decaffeine,medium,honey,almond,strawberry syrup,4.0
espresso,quadruple,Decaffeine,medium,honey,almond,caramel syrup,4.0
espresso,quadruple,Decaffeine,medium,honey,almond,hazelnut syrup,4.0
espresso,quadruple,Decaffeine,medium,honey,almond,vanilla syrup,4.0
espresso,quadruple,Decaffeine,medium,honey,almond,cinnamon powder,3.7
espresso,quadruple,Decaffeine,medium,honey,almond,chocolate powder,3.7
espresso,quadruple,Decaffeine,medium,honey,coconut,,3.7
espresso,quadruple,Decaffeine,medium,honey,coconut,chocolate syrup,4.0
espresso,quadruple,Decaffeine,medium,honey,coconut,strawberry syrup,4.0
espresso,quadruple,Decaffeine,medium,honey,coconut,caramel syrup,4.0
espresso,quadruple,Decaffeine,medium,honey,coconut,hazelnut syrup,4.0
espresso,quadruple,Decaffeine,medium,honey,coconut,vanilla syrup,4.0
espresso,quadruple,Decaffeine,medium,honey,coconut,cinnamon powder,3.7
espresso,quadruple,Decaffeine,medium,honey,coconut,chocolate powder,3.7
espresso,quadruple,Decaffeine,medium,honey,oat,,3.7
espresso,quadruple,Decaffeine,medium,honey,oat,chocolate syrup,4.0
espresso,quadruple,Decaffeine,medium,honey,oat,strawberry syrup,4.0
espresso,quadruple,Decaffeine,medium,honey,oat,caramel syrup,4.0
espresso,quadruple,Decaffeine,medium,honey,oat,hazelnut syrup,4.0
espresso,quadruple,Decaffeine,medium,honey,oat,vanilla syrup,4.0
espresso,quadruple,Decaffeine,medium,honey,oat,cinnamon powder,3.7
espresso,quadruple,Decaffeine,medium,honey,oat,chocolate powder,3.7
espresso,quadruple,Decaffeine,medium-to-sweet,white,,,3.0
espresso,quadruple,Decaffeine,medium-to-sweet,white,,chocolate syrup,3.3
espresso,quadruple,Decaffeine,medium-to-sweet,white,,strawberry syrup,3.3
espresso,quadruple,Decaffeine,medium-to-sweet,white,,caramel syrup,3.3
espresso,quadruple,Decaffeine,medium-to-sweet,white,,hazelnut syrup,3.3
espresso,quadruple,Decaffeine,medium-to-sweet,white,,vanilla syrup,3.3
espresso,quadruple,Decaffeine,medium-to-sweet,white,,cinnamon powder,3.0
espresso,quadruple,Decaffeine,medium-to-sweet,white,,chocolate powder,3.0
espresso,quadruple,Decaffeine,medium-to-sweet,white,fresh,,3.0
espresso,quadruple,Decaffeine,medium-to-sweet,white,fresh,chocolate syrup,3.3
espresso,quadruple,Decaffeine,medium-to-sweet,white,fresh,strawberry syrup,3.3
espresso,quadruple,Decaffeine,medium-to-sweet,white,fresh,caramel syrup,3.3
espresso,quadruple,Decaffeine,medium-to-sweet,white,fresh,hazelnut syrup,3.3
espresso,quadruple,Decaffeine,medium-to-sweet,white,fresh,vanilla syrup,3.3
espresso,quadruple,Decaffeine,medium-to-sweet,white,fresh,cinnamon powder,3.0
espresso,quadruple,Decaffeine,medium-to-sweet,white,fresh,chocolate powder,3.0
espresso,quadruple,Decaffeine,medium-to-sweet,white,evapore,,3.0
espresso,quadruple,Decaffeine,medium-to-sweet,white,evapore,chocolate syrup,3.3
espresso,quadruple,Decaffeine,medium-to-sweet,white,evapore,strawberry syrup,3.3
espresso,quadruple,Decaffeine,medium-to-sweet,white,evapore,caramel syrup,3.3
espresso,quadruple,Decaffeine,medium-to-sweet,white,evapore,hazelnut syrup,3.3
espresso,quadruple,Decaffeine,medium-to-sweet,white,evapore,vanilla syrup,3.3
espresso,quadruple,Decaffeine,medium-to-sweet,white,evapore,cinnamon powder,3.0
espresso,quadruple,Decaffeine,medium-to-sweet,white,evapore,chocolate powder,3.0
espresso,quadruple,Decaffeine,medium-to-sweet,white,almond,,3.4
espresso,quadruple,Decaffeine,medium-to-sweet,white,almond,chocolate syrup,3.7
espresso,quadruple,Decaffeine,medium-to-sweet,white,almond,strawberry syrup,3.7
espresso,quadruple,Decaffeine,medium-to-sweet,white,almond,caramel syrup,3.7
espresso,quadruple,Decaffeine,medium-to-sweet,white,almond,hazelnut syrup,3.7
espresso,quadruple,Decaffeine,medium-to-sweet,white,almond,vanilla syrup,3.7
espresso,quadruple,Decaffeine,medium-to-sweet,white,almond,cinnamon powder,3.4
espresso,quadruple,Decaffeine,medium-to-sweet,white,almond,chocolate powder,3.4
espresso,quadruple,Decaffeine,medium-to-sweet,white,coconut,,3.4
espresso,quadruple,Decaffeine,medium-to-sweet,white,coconut,chocolate syrup,3.7
espresso,quadruple,Decaffeine,medium-to-sweet,white,coconut,strawberry syrup,3.7
espresso,quadruple,Decaffeine,medium-to-sweet,white,coconut,caramel syrup,3.7
espresso,quadruple,Decaffeine,medium-to-sweet,white,coconut,hazelnut syrup,3.7
espresso,quadruple,Decaffeine,medium-to-sweet,white,coconut,vanilla syrup,3.7
espresso,quadruple,Decaffeine,medium-to-sweet,white,coconut,cinnamon powder,3.4
espresso,quadruple,Decaffeine,medium-to-sweet,white,coconut,chocolate powder,3.4
espresso,quadruple,Decaffeine,medium-to-sweet,white,oat,,3.4
espresso,quadruple,Decaffeine,medium-to-sweet,white,oat,chocolate syrup,3.7
espresso,quadruple,Decaffeine,medium-to-sweet,white,oat,strawberry syrup,3.7
espresso,quadruple,Decaffeine,medium-to-sweet,white,oat,caramel syrup,3.7
espresso,quadruple,Decaffeine,medium-to-sweet,white,oat,hazelnut syrup,3.7
espresso,quadruple,Decaffeine,medium-to-sweet,white,oat,vanilla syrup,3.7
espresso,quadruple,Decaffeine,medium-to-sweet,white,oat,cinnamon powder,3.4
espresso,quadruple,Decaffeine,medium-to-sweet,white,oat,chocolate powder,3.4
espresso,quadruple,Decaffeine,medium-to-sweet,brown,,,3.0
espresso,quadruple,Decaffeine,medium-to-sweet,brown,,chocolate syrup,3.3
espresso,quadruple,Decaffeine,medium-to-sweet,brown,,strawberry syrup,3.3
espresso,quadruple,Decaffeine,medium-to-sweet,brown,,caramel syrup,3.3
espresso,quadruple,Decaffeine,medium-to-sweet,brown,,hazelnut syrup,3.3
espresso,quadruple,Decaffeine,medium-to-sweet,brown,,vanilla syrup,3.3
espresso,quadruple,Decaffeine,medium-to-sweet,brown,,cinnamon powder,3.0
espresso,quadruple,Decaffeine,medium-to-sweet,brown,,chocolate powder,3.0
espresso,quadruple,Decaffeine,medium-to-sweet,brown,fresh,,3.0
espresso,quadruple,Decaffeine,medium-to-sweet,brown,fresh,chocolate syrup,3.3
espresso,quadruple,Decaffeine,medium-to-sweet,brown,fresh,strawberry syrup,3.3
espresso,quadruple,Decaffeine,medium-to-sweet,brown,fresh,caramel syrup,3.3
espresso,quadruple,Decaffeine,medium-to-sweet,brown,fresh,hazelnut syrup,3.3
espresso,quadruple,Decaffeine,medium-to-sweet,brown,fresh,vanilla syrup,3.3
espresso,quadruple,Decaffeine,medium-to-sweet,brown,fresh,cinnamon powder,3.0
espresso,quadruple,Decaffeine,medium-to-sweet,brown,fresh,chocolate powder,3.0
espresso,quadruple,Decaffeine,medium-to-sweet,brown,evapore,,3.0
espresso,quadruple,Decaffeine,medium-to-sweet,brown,evapore,chocolate syrup,3.3
espresso,quadruple,Decaffeine,medium-to-sweet,brown,evapore,strawberry syrup,3.3
espresso,quadruple,Decaffeine,medium-to-sweet,brown,evapore,caramel syrup,3.3
espresso,quadruple,Decaffeine,medium-to-sweet,brown,evapore,hazelnut syrup,3.3
espresso,quadruple,Decaffeine,medium-to-sweet,brown,evapore,vanilla syrup,3.3
espresso,quadruple,Decaffeine,medium-to-sweet,brown,evapore,cinnamon powder,3.0
espresso,quadruple,Decaffeine,medium-to-sweet,brown,evapore,chocolate powder,3.0
espresso,quadruple,Decaffeine,medium-to-sweet,brown,almond,,3.4
espresso,quadruple,Decaffeine,medium-to-sweet,brown,almond,chocolate syrup,3.7
espresso,quadruple,Decaffeine,medium-to-sweet,brown,almond,strawberry syrup,3.7
espresso,quadruple,Decaffeine,medium-to-sweet,brown,almond,caramel syrup,3.7
espresso,quadruple,Decaffeine,medium-to-sweet,brown,almond,hazelnut syrup,3.7
espresso,quadruple,Decaffeine,medium-to-sweet,brown,almond,vanilla syrup,3.7
espresso,quadruple,Decaffeine,medium-to-sweet,brown,almond,cinnamon powder,3.4
espresso,quadruple,Decaffeine,medium-to-sweet,brown,almond,chocolate powder,3.4
espresso,quadruple,Decaffeine,medium-to-sweet,brown,coconut,,3.4
espresso,quadruple,Decaffeine,medium-to-sweet,brown,coconut,chocolate syrup,3.7
espresso,quadruple,Decaffeine,medium-to-sweet,brown,coconut,strawberry syrup,3.7
espresso,quadruple,Decaffeine,medium-to-sweet,brown,coconut,caramel syrup,3.7
espresso,quadruple,Decaffeine,medium-to-sweet,brown,coconut,hazelnut syrup,3.7
espresso,quadruple,Decaffeine,medium-to-sweet,brown,coconut,vanilla syrup,3.7
espresso,quadruple,Decaffeine,medium-to-sweet,brown,coconut,cinnamon powder,3.4
espresso,quadruple,Decaffeine,medium-to-sweet,brown,coconut,chocolate powder,3.4
espresso,quadruple,Decaffeine,medium-to-sweet,brown,oat,,3.4
espresso,quadruple,Decaffeine,medium-to-sweet,brown,oat,chocolate syrup,3.7
espresso,quadruple,Decaffeine,medium-to-sweet,brown,oat,strawberry syrup,3.7
espresso,quadruple,Decaffeine,medium-to-sweet,brown,oat,caramel syrup,3.7
espresso,quadruple,Decaffeine,medium-to-sweet,brown,oat,hazelnut syrup,3.7
espresso,quadruple,Decaffeine,medium-to-sweet,brown,oat,vanilla syrup,3.7
espresso,quadruple,Decaffeine,medium-to-sweet,brown,oat,cinnamon powder,3.4
espresso,quadruple,Decaffeine,medium-to-sweet,brown,oat,chocolate powder,3.4
espresso,quadruple,Decaffeine,medium-to-sweet,saccharin,,,3.0
espresso,quadruple,Decaffeine,medium-to-sweet,saccharin,,chocolate syrup,3.3
espresso,quadruple,Decaffeine,medium-to-sweet,saccharin,,strawberry syrup,3.3
espresso,quadruple,Decaffeine,medium-to-sweet,saccharin,,caramel syrup,3.3
espresso,quadruple,Decaffeine,medium-to-sweet,saccharin,,hazelnut syrup,3.3
espresso,quadruple,Decaffeine,medium-to-sweet,saccharin,,vanilla syrup,3.3
espresso,quadruple,Decaffeine,medium-to-sweet,saccharin,,cinnamon powder,3.0
espresso,quadruple,Decaffeine,medium-to-sweet,saccharin,,chocolate powder,3.0
espresso,quadruple,Decaffeine,medium-to-sweet,saccharin,fresh,,3.0
espresso,quadruple,Decaffeine,medium-to-sweet,saccharin,fresh,chocolate syrup,3.3
espresso,quadruple,Decaffeine,medium-to-sweet,saccharin,fresh,strawberry syrup,3.3
espresso,quadruple,Decaffeine,medium-to-sweet,saccharin,fresh,caramel syrup,3.3
espresso,quadruple,Decaffeine,medium-to-sweet,saccharin,fresh,hazelnut syrup,3.3
espresso,quadruple,Decaffeine,medium-to-sweet,saccharin,fresh,vanilla syrup,3.3
espresso,quadruple,Decaffeine,medium-to-sweet,saccharin,fresh,cinnamon powder,3.0
espresso,quadruple,Decaffeine,medium-to-sweet,saccharin,fresh,chocolate powder,3.0
espresso,quadruple,Decaffeine,medium-to-sweet,saccharin,evapore,,3.0
espresso,quadruple,Decaffeine,medium-to-sweet,saccharin,evapore,chocolate syrup,3.3
espresso,quadruple,Decaffeine,medium-to-sweet,saccharin,evapore,strawberry syrup,3.3
espresso,quadruple,Decaffeine,medium-to-sweet,saccharin,evapore,caramel syrup,3.3
espresso,quadruple,Decaffeine,medium-to-sweet,saccharin,evapore,hazelnut syrup,3.3
espresso,quadruple,Decaffeine,medium-to-sweet,saccharin,evapore,vanilla syrup,3.3
espresso,quadruple,Decaffeine,medium-to-sweet,saccharin,evapore,cinnamon powder,3.0
espresso,quadruple,Decaffeine,medium-to-sweet,saccharin,evapore,chocolate powder,3.0
espresso,quadruple,Decaffeine,medium-to-sweet,saccharin,almond,,3.4
espresso,quadruple,Decaffeine,medium-to-sweet,saccharin,almond,chocolate syrup,3.7
espresso,quadruple,Decaffeine,medium-to-sweet,saccharin,almond,strawberry syrup,3.7
espresso,quadruple,Decaffeine,medium-to-sweet,saccharin,almond,caramel syrup,3.7
espresso,quadruple,Decaffeine,medium-to-sweet,saccharin,almond,hazelnut syrup,3.7
espresso,quadruple,Decaffeine,medium-to-sweet,saccharin,almond,vanilla syrup,3.7
espresso,quadruple,Decaffeine,medium-to-sweet,saccharin,almond,cinnamon powder,3.4
espresso,quadruple,Decaffeine,medium-to-sweet,saccharin,almond,chocolate powder,3.4
espresso,quadruple,Decaffeine,medium-to-sweet,saccharin,coconut,,3.4
espresso,quadruple,Decaffeine,medium-to-sweet,saccharin,coconut,chocolate syrup,3.7
espresso,quadruple,Decaffeine,medium-to-sweet,saccharin,coconut,strawberry syrup,3.7
espresso,quadruple,Decaffeine,medium-to-sweet,saccharin,coconut,caramel syrup,3.7
espresso,quadruple,Decaffeine,medium-to-sweet,saccharin,coconut,hazelnut syrup,3.7
espresso,quadruple,Decaffeine,medium-to-sweet,saccharin,coconut,vanilla syrup,3.7
espresso,quadruple,Decaffeine,medium-to-sweet,saccharin,coconut,cinnamon powder,3.4
espresso,quadruple,Decaffeine,medium-to-sweet,saccharin,coconut,chocolate powder,3.4
espresso,quadruple,Decaffeine,medium-to-sweet,saccharin,oat,,3.4
espresso,quadruple,Decaffeine,medium-to-sweet,saccharin,oat,chocolate syrup,3.7
espresso,quadruple,Decaffeine,medium-to-sweet,saccharin,oat,strawberry syrup,3.7
espresso,quadruple,Decaffeine,medium-to-sweet,saccharin,oat,caramel syrup,3.7
espresso,quadruple,Decaffeine,medium-to-sweet,saccharin,oat,hazelnut syrup,3.7
espresso,quadruple,Decaffeine,medium-to-sweet,saccharin,oat,vanilla syrup,3.7
espresso,quadruple,Decaffeine,medium-to-sweet,saccharin,oat,cinnamon powder,3.4
espresso,quadruple,Decaffeine,medium-to-sweet,saccharin,oat,chocolate powder,3.4
espresso,quadruple,Decaffeine,medium-to-sweet,stevia,,,3.0
espresso,quadruple,Decaffeine,medium-to-sweet,stevia,,chocolate syrup,3.3
espresso,quadruple,Decaffeine,medium-to-sweet,stevia,,strawberry syrup,3.3
espresso,quadruple,Decaffeine,medium-to-sweet,stevia,,caramel syrup,3.3
espresso,quadruple,Decaffeine,medium-to-sweet,stevia,,hazelnut syrup,3.3
espresso,quadruple,Decaffeine,medium-to-sweet,stevia,,vanilla syrup,3.3
espresso,quadruple,Decaffeine,medium-to-sweet,stevia,,cinnamon powder,3.0
espresso,quadruple,Decaffeine,medium-to-sweet,stevia,,chocolate powder,3.0
espresso,quadruple,Decaffeine,medium-to-sweet,stevia,fresh,,3.0
espresso,quadruple,Decaffeine,medium-to-sweet,stevia,fresh,chocolate syrup,3.3
espresso,quadruple,Decaffeine,medium-to-sweet,stevia,fresh,strawberry syrup,3.3
espresso,quadruple,Decaffeine,medium-to-sweet,stevia,fresh,caramel syrup,3.3
espresso,quadruple,Decaffeine,medium-to-sweet,stevia,fresh,hazelnut syrup,3.3
espresso,quadruple,Decaffeine,medium-to-sweet,stevia,fresh,vanilla syrup,3.3
espresso,quadruple,Decaffeine,medium-to-sweet,stevia,fresh,cinnamon powder,3.0
espresso,quadruple,Decaffeine,medium-to-sweet,stevia,fresh,chocolate powder,3.0
espresso,quadruple,Decaffeine,medium-to-sweet,stevia,evapore,,3.0
espresso,quadruple,Decaffeine,medium-to-sweet,stevia,evapore,chocolate syrup,3.3
espresso,quadruple,Decaffeine,medium-to-sweet,stevia,evapore,strawberry syrup,3.3
espresso,quadruple,Decaffeine,medium-to-sweet,stevia,evapore,caramel syrup,3.3
